,network,protocol,seeding_budget,mi_value,diffusion_len,activated_prct_actors
806,er5,OR,13.89,0.1,3,100.0
807,sf2,OR,13.89,0.1,3,79.9
808,sf3,OR,13.89,0.1,3,87.8
809,sf5,OR,13.89,0.1,3,98.8
810,aucs,OR,13.89,0.2,3,100.0
811,ckm_physicians,OR,13.89,0.2,4,100.0
812,eu_transportation,OR,13.89,0.2,4,100.0
813,lazega,OR,13.89,0.2,3,100.0
814,er2,OR,13.89,0.2,4,100.0
815,er3,OR,13.89,0.2,3,100.0
816,er5,OR,13.89,0.2,3,100.0
817,sf2,OR,13.89,0.2,3,79.9
818,sf3,OR,13.89,0.2,3,87.8
819,sf5,OR,13.89,0.2,3,98.8
820,aucs,OR,13.89,0.30000000000000004,4,100.0
821,ckm_physicians,OR,13.89,0.30000000000000004,5,100.0
822,eu_transportation,OR,13.89,0.30000000000000004,5,100.0
823,lazega,OR,13.89,0.30000000000000004,4,100.0
824,er2,OR,13.89,0.30000000000000004,4,100.0
825,er3,OR,13.89,0.30000000000000004,4,100.0
826,er5,OR,13.89,0.30000000000000004,3,100.0
827,sf2,OR,13.89,0.30000000000000004,3,79.9
828,sf3,OR,13.89,0.30000000000000004,3,87.8
829,sf5,OR,13.89,0.30000000000000004,3,98.8
830,aucs,OR,13.89,0.4,4,100.0
831,ckm_physicians,OR,13.89,0.4,6,100.0
832,eu_transportation,OR,13.89,0.4,7,100.0
833,lazega,OR,13.89,0.4,4,100.0
834,er2,OR,13.89,0.4,6,100.0
835,er3,OR,13.89,0.4,5,100.0
836,er5,OR,13.89,0.4,4,100.0
837,sf2,OR,13.89,0.4,4,79.9
838,sf3,OR,13.89,0.4,4,87.8
839,sf5,OR,13.89,0.4,4,98.8
840,aucs,OR,13.89,0.5,7,100.0
841,ckm_physicians,OR,13.89,0.5,10,96.6804979253112
842,eu_transportation,OR,13.89,0.5,8,97.84172661870504
843,lazega,OR,13.89,0.5,7,100.0
844,er2,OR,13.89,0.5,24,100.0
845,er3,OR,13.89,0.5,8,100.0
846,er5,OR,13.89,0.5,6,100.0
847,sf2,OR,13.89,0.5,5,79.9
848,sf3,OR,13.89,0.5,5,87.8
849,sf5,OR,13.89,0.5,4,98.8
850,aucs,OR,13.89,0.6,9,100.0
851,ckm_physicians,OR,13.89,0.6,10,96.6804979253112
852,eu_transportation,OR,13.89,0.6,8,97.84172661870504
853,lazega,OR,13.89,0.6,2,19.718309859154928
854,er2,OR,13.89,0.6,10,30.0
855,er3,OR,13.89,0.6,10,100.0
856,er5,OR,13.89,0.6,7,100.0
857,sf2,OR,13.89,0.6,5,79.9
858,sf3,OR,13.89,0.6,5,87.8
859,sf5,OR,13.89,0.6,4,98.8
860,aucs,OR,13.89,0.7000000000000001,12,91.80327868852459
861,ckm_physicians,OR,13.89,0.7000000000000001,8,36.51452282157676
862,eu_transportation,OR,13.89,0.7000000000000001,4,92.32613908872902
863,lazega,OR,13.89,0.7000000000000001,2,16.901408450704224
864,er2,OR,13.89,0.7000000000000001,3,17.8
865,er3,OR,13.89,0.7000000000000001,5,22.0
866,er5,OR,13.89,0.7000000000000001,5,20.599999999999998
867,sf2,OR,13.89,0.7000000000000001,12,63.800000000000004
868,sf3,OR,13.89,0.7000000000000001,14,84.0
869,sf5,OR,13.89,0.7000000000000001,6,98.8
870,aucs,OR,13.89,0.8,4,40.98360655737705
871,ckm_physicians,OR,13.89,0.8,4,26.141078838174277
872,eu_transportation,OR,13.89,0.8,5,92.32613908872902
873,lazega,OR,13.89,0.8,1,14.084507042253522
874,er2,OR,13.89,0.8,2,15.6
875,er3,OR,13.89,0.8,4,19.0
876,er5,OR,13.89,0.8,3,17.0
877,sf2,OR,13.89,0.8,6,29.799999999999997
878,sf3,OR,13.89,0.8,6,32.1
879,sf5,OR,13.89,0.8,11,98.3
880,aucs,OR,13.89,0.9,4,37.704918032786885
881,ckm_physicians,OR,13.89,0.9,4,26.141078838174277
882,eu_transportation,OR,13.89,0.9,5,90.88729016786571
883,lazega,OR,13.89,0.9,1,14.084507042253522
884,er2,OR,13.89,0.9,2,15.6
885,er3,OR,13.89,0.9,3,18.5
886,er5,OR,13.89,0.9,3,16.7
887,sf2,OR,13.89,0.9,5,29.2
888,sf3,OR,13.89,0.9,5,30.7
889,sf5,OR,13.89,0.9,19,95.19999999999999
890,aucs,OR,13.89,1.0,1,14.754098360655737
891,ckm_physicians,OR,13.89,1.0,1,14.107883817427386
892,eu_transportation,OR,13.89,1.0,1,13.908872901678656
893,lazega,OR,13.89,1.0,1,14.084507042253522
894,er2,OR,13.89,1.0,1,13.900000000000002
895,er3,OR,13.89,1.0,1,13.900000000000002
896,er5,OR,13.89,1.0,1,13.900000000000002
897,sf2,OR,13.89,1.0,1,13.900000000000002
898,sf3,OR,13.89,1.0,1,13.900000000000002
899,sf5,OR,13.89,1.0,1,13.900000000000002
900,aucs,OR,19.31,0.1,3,100.0
901,ckm_physicians,OR,19.31,0.1,4,100.0
902,eu_transportation,OR,19.31,0.1,4,100.0
903,lazega,OR,19.31,0.1,2,100.0
904,er2,OR,19.31,0.1,3,100.0
905,er3,OR,19.31,0.1,3,100.0
906,er5,OR,19.31,0.1,3,100.0
907,sf2,OR,19.31,0.1,3,79.9
908,sf3,OR,19.31,0.1,3,87.8
909,sf5,OR,19.31,0.1,3,98.8
910,aucs,OR,19.31,0.2,3,100.0
911,ckm_physicians,OR,19.31,0.2,4,100.0
912,eu_transportation,OR,19.31,0.2,4,100.0
913,lazega,OR,19.31,0.2,2,100.0
914,er2,OR,19.31,0.2,4,100.0
915,er3,OR,19.31,0.2,3,100.0
916,er5,OR,19.31,0.2,3,100.0
917,sf2,OR,19.31,0.2,3,79.9
918,sf3,OR,19.31,0.2,3,87.8
919,sf5,OR,19.31,0.2,3,98.8
920,aucs,OR,19.31,0.30000000000000004,4,100.0
921,ckm_physicians,OR,19.31,0.30000000000000004,5,100.0
922,eu_transportation,OR,19.31,0.30000000000000004,5,100.0
923,lazega,OR,19.31,0.30000000000000004,3,100.0
924,er2,OR,19.31,0.30000000000000004,4,100.0
925,er3,OR,19.31,0.30000000000000004,4,100.0
926,er5,OR,19.31,0.30000000000000004,3,100.0
927,sf2,OR,19.31,0.30000000000000004,3,79.9
928,sf3,OR,19.31,0.30000000000000004,3,87.8
929,sf5,OR,19.31,0.30000000000000004,3,98.8
930,aucs,OR,19.31,0.4,4,100.0
931,ckm_physicians,OR,19.31,0.4,6,100.0
932,eu_transportation,OR,19.31,0.4,7,100.0
933,lazega,OR,19.31,0.4,3,100.0
934,er2,OR,19.31,0.4,5,100.0
935,er3,OR,19.31,0.4,5,100.0
936,er5,OR,19.31,0.4,4,100.0
937,sf2,OR,19.31,0.4,4,79.9
938,sf3,OR,19.31,0.4,3,87.8
939,sf5,OR,19.31,0.4,4,98.8
940,aucs,OR,19.31,0.5,6,100.0
941,ckm_physicians,OR,19.31,0.5,10,96.6804979253112
942,eu_transportation,OR,19.31,0.5,8,97.84172661870504
943,lazega,OR,19.31,0.5,4,100.0
944,er2,OR,19.31,0.5,9,100.0
945,er3,OR,19.31,0.5,6,100.0
946,er5,OR,19.31,0.5,5,100.0
947,sf2,OR,19.31,0.5,5,79.9
948,sf3,OR,19.31,0.5,5,87.8
949,sf5,OR,19.31,0.5,4,98.8
950,aucs,OR,19.31,0.6,8,100.0
951,ckm_physicians,OR,19.31,0.6,10,96.6804979253112
952,eu_transportation,OR,19.31,0.6,8,97.84172661870504
953,lazega,OR,19.31,0.6,7,100.0
954,er2,OR,19.31,0.6,11,100.0
955,er3,OR,19.31,0.6,7,100.0
956,er5,OR,19.31,0.6,5,100.0
957,sf2,OR,19.31,0.6,5,79.9
958,sf3,OR,19.31,0.6,5,87.8
959,sf5,OR,19.31,0.6,4,98.8
960,aucs,OR,19.31,0.7000000000000001,10,91.80327868852459
961,ckm_physicians,OR,19.31,0.7000000000000001,9,67.63485477178423
962,eu_transportation,OR,19.31,0.7000000000000001,4,93.04556354916068
963,lazega,OR,19.31,0.7000000000000001,2,22.535211267605636
964,er2,OR,19.31,0.7000000000000001,5,28.199999999999996
965,er3,OR,19.31,0.7000000000000001,13,37.9
966,er5,OR,19.31,0.7000000000000001,13,100.0
967,sf2,OR,19.31,0.7000000000000001,11,72.3
968,sf3,OR,19.31,0.7000000000000001,11,85.1
969,sf5,OR,19.31,0.7000000000000001,6,98.8
970,aucs,OR,19.31,0.8,7,62.295081967213115
971,ckm_physicians,OR,19.31,0.8,5,42.738589211618255
972,eu_transportation,OR,19.31,0.8,4,92.56594724220624
973,lazega,OR,19.31,0.8,1,19.718309859154928
974,er2,OR,19.31,0.8,3,22.7
975,er3,OR,19.31,0.8,3,26.400000000000002
976,er5,OR,19.31,0.8,4,24.7
977,sf2,OR,19.31,0.8,9,43.1
978,sf3,OR,19.31,0.8,8,49.3
979,sf5,OR,19.31,0.8,9,98.3
980,aucs,OR,19.31,0.9,3,42.62295081967213
981,ckm_physicians,OR,19.31,0.9,4,39.83402489626556
982,eu_transportation,OR,19.31,0.9,5,91.12709832134293
983,lazega,OR,19.31,0.9,1,19.718309859154928
984,er2,OR,19.31,0.9,2,22.2
985,er3,OR,19.31,0.9,3,26.400000000000002
986,er5,OR,19.31,0.9,4,23.9
987,sf2,OR,19.31,0.9,5,41.3
988,sf3,OR,19.31,0.9,7,45.800000000000004
989,sf5,OR,19.31,0.9,11,96.3
990,aucs,OR,19.31,1.0,1,19.672131147540984
991,ckm_physicians,OR,19.31,1.0,1,19.502074688796682
992,eu_transportation,OR,19.31,1.0,1,19.424460431654676
993,lazega,OR,19.31,1.0,1,19.718309859154928
994,er2,OR,19.31,1.0,1,19.400000000000002
995,er3,OR,19.31,1.0,1,19.400000000000002
996,er5,OR,19.31,1.0,1,19.400000000000002
997,sf2,OR,19.31,1.0,1,19.400000000000002
998,sf3,OR,19.31,1.0,1,19.400000000000002
999,sf5,OR,19.31,1.0,1,19.400000000000002
1000,aucs,OR,26.83,0.1,3,100.0
1001,ckm_physicians,OR,26.83,0.1,4,100.0
1002,eu_transportation,OR,26.83,0.1,4,100.0
1003,lazega,OR,26.83,0.1,2,100.0
1004,er2,OR,26.83,0.1,3,100.0
1005,er3,OR,26.83,0.1,3,100.0
1006,er5,OR,26.83,0.1,3,100.0
1007,sf2,OR,26.83,0.1,3,79.9
1008,sf3,OR,26.83,0.1,3,87.8
1009,sf5,OR,26.83,0.1,3,98.8
1010,aucs,OR,26.83,0.2,3,100.0
1011,ckm_physicians,OR,26.83,0.2,4,100.0
1012,eu_transportation,OR,26.83,0.2,4,100.0
1013,lazega,OR,26.83,0.2,2,100.0
1014,er2,OR,26.83,0.2,3,100.0
1015,er3,OR,26.83,0.2,3,100.0
1016,er5,OR,26.83,0.2,3,100.0
1017,sf2,OR,26.83,0.2,3,79.9
1018,sf3,OR,26.83,0.2,3,87.8
1019,sf5,OR,26.83,0.2,3,98.8
1020,aucs,OR,26.83,0.30000000000000004,3,100.0
1021,ckm_physicians,OR,26.83,0.30000000000000004,4,100.0
1022,eu_transportation,OR,26.83,0.30000000000000004,5,100.0
1023,lazega,OR,26.83,0.30000000000000004,3,100.0
1024,er2,OR,26.83,0.30000000000000004,3,100.0
1025,er3,OR,26.83,0.30000000000000004,3,100.0
1026,er5,OR,26.83,0.30000000000000004,3,100.0
1027,sf2,OR,26.83,0.30000000000000004,3,79.9
1028,sf3,OR,26.83,0.30000000000000004,3,87.8
1029,sf5,OR,26.83,0.30000000000000004,3,98.8
1030,aucs,OR,26.83,0.4,4,100.0
1031,ckm_physicians,OR,26.83,0.4,6,100.0
1032,eu_transportation,OR,26.83,0.4,7,100.0
1033,lazega,OR,26.83,0.4,3,100.0
1034,er2,OR,26.83,0.4,4,100.0
1035,er3,OR,26.83,0.4,4,100.0
1036,er5,OR,26.83,0.4,3,100.0
1037,sf2,OR,26.83,0.4,3,79.9
1038,sf3,OR,26.83,0.4,3,87.8
1039,sf5,OR,26.83,0.4,3,98.8
1040,aucs,OR,26.83,0.5,5,100.0
1041,ckm_physicians,OR,26.83,0.5,6,96.6804979253112
1042,eu_transportation,OR,26.83,0.5,8,97.84172661870504
1043,lazega,OR,26.83,0.5,3,100.0
1044,er2,OR,26.83,0.5,6,100.0
1045,er3,OR,26.83,0.5,5,100.0
1046,er5,OR,26.83,0.5,4,100.0
1047,sf2,OR,26.83,0.5,4,79.9
1048,sf3,OR,26.83,0.5,4,87.8
1049,sf5,OR,26.83,0.5,4,98.8
1050,aucs,OR,26.83,0.6,7,100.0
1051,ckm_physicians,OR,26.83,0.6,6,96.6804979253112
1052,eu_transportation,OR,26.83,0.6,8,97.84172661870504
1053,lazega,OR,26.83,0.6,4,100.0
1054,er2,OR,26.83,0.6,7,100.0
1055,er3,OR,26.83,0.6,5,100.0
1056,er5,OR,26.83,0.6,4,100.0
1057,sf2,OR,26.83,0.6,4,79.9
1058,sf3,OR,26.83,0.6,4,87.8
1059,sf5,OR,26.83,0.6,4,98.8
1060,aucs,OR,26.83,0.7000000000000001,8,91.80327868852459
1061,ckm_physicians,OR,26.83,0.7000000000000001,9,80.08298755186722
1062,eu_transportation,OR,26.83,0.7000000000000001,4,94.00479616306954
1063,lazega,OR,26.83,0.7000000000000001,5,42.25352112676056
1064,er2,OR,26.83,0.7000000000000001,27,56.99999999999999
1065,er3,OR,26.83,0.7000000000000001,12,100.0
1066,er5,OR,26.83,0.7000000000000001,7,100.0
1067,sf2,OR,26.83,0.7000000000000001,8,75.1
1068,sf3,OR,26.83,0.7000000000000001,8,86.2
1069,sf5,OR,26.83,0.7000000000000001,5,98.8
1070,aucs,OR,26.83,0.8,5,75.40983606557377
1071,ckm_physicians,OR,26.83,0.8,4,57.676348547717836
1072,eu_transportation,OR,26.83,0.8,4,93.5251798561151
1073,lazega,OR,26.83,0.8,2,29.577464788732392
1074,er2,OR,26.83,0.8,5,34.699999999999996
1075,er3,OR,26.83,0.8,8,41.199999999999996
1076,er5,OR,26.83,0.8,10,41.099999999999994
1077,sf2,OR,26.83,0.8,7,57.599999999999994
1078,sf3,OR,26.83,0.8,8,65.7
1079,sf5,OR,26.83,0.8,7,98.3
1080,aucs,OR,26.83,0.9,6,72.1311475409836
1081,ckm_physicians,OR,26.83,0.9,4,57.26141078838174
1082,eu_transportation,OR,26.83,0.9,5,92.80575539568345
1083,lazega,OR,26.83,0.9,2,29.577464788732392
1084,er2,OR,26.83,0.9,3,33.7
1085,er3,OR,26.83,0.9,6,39.1
1086,er5,OR,26.83,0.9,4,36.6
1087,sf2,OR,26.83,0.9,5,56.3
1088,sf3,OR,26.83,0.9,8,62.9
1089,sf5,OR,26.83,0.9,9,96.7
1090,aucs,OR,26.83,1.0,1,27.86885245901639
1091,ckm_physicians,OR,26.83,1.0,1,26.970954356846473
1092,eu_transportation,OR,26.83,1.0,2,27.098321342925658
1093,lazega,OR,26.83,1.0,1,28.169014084507044
1094,er2,OR,26.83,1.0,1,26.900000000000002
1095,er3,OR,26.83,1.0,1,26.900000000000002
1096,er5,OR,26.83,1.0,1,26.900000000000002
1097,sf2,OR,26.83,1.0,1,26.900000000000002
1098,sf3,OR,26.83,1.0,1,26.900000000000002
1099,sf5,OR,26.83,1.0,1,26.900000000000002
1100,aucs,OR,37.28,0.1,3,100.0
1101,ckm_physicians,OR,37.28,0.1,4,100.0
1102,eu_transportation,OR,37.28,0.1,3,100.0
1103,lazega,OR,37.28,0.1,2,100.0
1104,er2,OR,37.28,0.1,3,100.0
1105,er3,OR,37.28,0.1,3,100.0
1106,er5,OR,37.28,0.1,2,100.0
1107,sf2,OR,37.28,0.1,3,79.9
1108,sf3,OR,37.28,0.1,3,87.8
1109,sf5,OR,37.28,0.1,3,98.8
1110,aucs,OR,37.28,0.2,3,100.0
1111,ckm_physicians,OR,37.28,0.2,4,100.0
1112,eu_transportation,OR,37.28,0.2,4,100.0
1113,lazega,OR,37.28,0.2,2,100.0
1114,er2,OR,37.28,0.2,3,100.0
1115,er3,OR,37.28,0.2,3,100.0
1116,er5,OR,37.28,0.2,3,100.0
1117,sf2,OR,37.28,0.2,3,79.9
1118,sf3,OR,37.28,0.2,3,87.8
1119,sf5,OR,37.28,0.2,3,98.8
1120,aucs,OR,37.28,0.30000000000000004,3,100.0
1121,ckm_physicians,OR,37.28,0.30000000000000004,4,100.0
1122,eu_transportation,OR,37.28,0.30000000000000004,4,100.0
1123,lazega,OR,37.28,0.30000000000000004,2,100.0
1124,er2,OR,37.28,0.30000000000000004,3,100.0
1125,er3,OR,37.28,0.30000000000000004,3,100.0
1126,er5,OR,37.28,0.30000000000000004,3,100.0
1127,sf2,OR,37.28,0.30000000000000004,3,79.9
1128,sf3,OR,37.28,0.30000000000000004,3,87.8
1129,sf5,OR,37.28,0.30000000000000004,3,98.8
1130,aucs,OR,37.28,0.4,4,100.0
1131,ckm_physicians,OR,37.28,0.4,4,100.0
1132,eu_transportation,OR,37.28,0.4,6,100.0
1133,lazega,OR,37.28,0.4,3,100.0
1134,er2,OR,37.28,0.4,4,100.0
1135,er3,OR,37.28,0.4,3,100.0
1136,er5,OR,37.28,0.4,3,100.0
1137,sf2,OR,37.28,0.4,3,79.9
1138,sf3,OR,37.28,0.4,3,87.8
1139,sf5,OR,37.28,0.4,3,98.8
1140,aucs,OR,37.28,0.5,5,100.0
1141,ckm_physicians,OR,37.28,0.5,6,100.0
1142,eu_transportation,OR,37.28,0.5,7,97.84172661870504
1143,lazega,OR,37.28,0.5,3,100.0
1144,er2,OR,37.28,0.5,6,100.0
1145,er3,OR,37.28,0.5,5,100.0
1146,er5,OR,37.28,0.5,3,100.0
1147,sf2,OR,37.28,0.5,3,79.9
1148,sf3,OR,37.28,0.5,3,87.8
1149,sf5,OR,37.28,0.5,3,98.8
1150,aucs,OR,37.28,0.6,6,100.0
1151,ckm_physicians,OR,37.28,0.6,6,100.0
1152,eu_transportation,OR,37.28,0.6,7,97.84172661870504
1153,lazega,OR,37.28,0.6,4,100.0
1154,er2,OR,37.28,0.6,6,100.0
1155,er3,OR,37.28,0.6,5,100.0
1156,er5,OR,37.28,0.6,4,100.0
1157,sf2,OR,37.28,0.6,3,79.9
1158,sf3,OR,37.28,0.6,3,87.8
1159,sf5,OR,37.28,0.6,3,98.8
1160,aucs,OR,37.28,0.7000000000000001,5,91.80327868852459
1161,ckm_physicians,OR,37.28,0.7000000000000001,9,95.850622406639
1162,eu_transportation,OR,37.28,0.7000000000000001,4,96.1630695443645
1163,lazega,OR,37.28,0.7000000000000001,5,100.0
1164,er2,OR,37.28,0.7000000000000001,30,96.89999999999999
1165,er3,OR,37.28,0.7000000000000001,6,100.0
1166,er5,OR,37.28,0.7000000000000001,5,100.0
1167,sf2,OR,37.28,0.7000000000000001,7,78.7
1168,sf3,OR,37.28,0.7000000000000001,7,86.9
1169,sf5,OR,37.28,0.7000000000000001,5,98.8
1170,aucs,OR,37.28,0.8,5,78.68852459016394
1171,ckm_physicians,OR,37.28,0.8,6,79.66804979253112
1172,eu_transportation,OR,37.28,0.8,4,95.68345323741008
1173,lazega,OR,37.28,0.8,5,53.52112676056338
1174,er2,OR,37.28,0.8,7,53.400000000000006
1175,er3,OR,37.28,0.8,21,79.10000000000001
1176,er5,OR,37.28,0.8,9,100.0
1177,sf2,OR,37.28,0.8,7,68.4
1178,sf3,OR,37.28,0.8,7,78.7
1179,sf5,OR,37.28,0.8,6,98.3
1180,aucs,OR,37.28,0.9,6,75.40983606557377
1181,ckm_physicians,OR,37.28,0.9,6,79.66804979253112
1182,eu_transportation,OR,37.28,0.9,3,94.96402877697841
1183,lazega,OR,37.28,0.9,2,43.66197183098591
1184,er2,OR,37.28,0.9,5,50.2
1185,er3,OR,37.28,0.9,9,63.0
1186,er5,OR,37.28,0.9,10,63.2
1187,sf2,OR,37.28,0.9,5,68.0
1188,sf3,OR,37.28,0.9,7,76.9
1189,sf5,OR,37.28,0.9,9,97.89999999999999
1190,aucs,OR,37.28,1.0,1,37.704918032786885
1191,ckm_physicians,OR,37.28,1.0,1,37.344398340248965
1192,eu_transportation,OR,37.28,1.0,1,37.410071942446045
1193,lazega,OR,37.28,1.0,1,38.028169014084504
1194,er2,OR,37.28,1.0,1,37.3
1195,er3,OR,37.28,1.0,1,37.3
1196,er5,OR,37.28,1.0,1,37.3
1197,sf2,OR,37.28,1.0,1,37.3
1198,sf3,OR,37.28,1.0,1,37.3
1199,sf5,OR,37.28,1.0,1,37.3
1200,aucs,OR,51.79,0.1,2,100.0
1201,ckm_physicians,OR,51.79,0.1,3,100.0
1202,eu_transportation,OR,51.79,0.1,3,100.0
1203,lazega,OR,51.79,0.1,2,100.0
1204,er2,OR,51.79,0.1,3,100.0
1205,er3,OR,51.79,0.1,3,100.0
1206,er5,OR,51.79,0.1,2,100.0
1207,sf2,OR,51.79,0.1,3,79.9
1208,sf3,OR,51.79,0.1,2,87.8
1209,sf5,OR,51.79,0.1,2,98.8
1210,aucs,OR,51.79,0.2,3,100.0
1211,ckm_physicians,OR,51.79,0.2,3,100.0
1212,eu_transportation,OR,51.79,0.2,3,100.0
1213,lazega,OR,51.79,0.2,2,100.0
1214,er2,OR,51.79,0.2,3,100.0
1215,er3,OR,51.79,0.2,3,100.0
1216,er5,OR,51.79,0.2,2,100.0
1217,sf2,OR,51.79,0.2,3,79.9
1218,sf3,OR,51.79,0.2,2,87.8
1219,sf5,OR,51.79,0.2,3,98.8
1220,aucs,OR,51.79,0.30000000000000004,3,100.0
1221,ckm_physicians,OR,51.79,0.30000000000000004,3,100.0
1222,eu_transportation,OR,51.79,0.30000000000000004,3,100.0
1223,lazega,OR,51.79,0.30000000000000004,2,100.0
1224,er2,OR,51.79,0.30000000000000004,3,100.0
1225,er3,OR,51.79,0.30000000000000004,3,100.0
1226,er5,OR,51.79,0.30000000000000004,2,100.0
1227,sf2,OR,51.79,0.30000000000000004,3,79.9
1228,sf3,OR,51.79,0.30000000000000004,2,87.8
1229,sf5,OR,51.79,0.30000000000000004,3,98.8
1230,aucs,OR,51.79,0.4,3,100.0
1231,ckm_physicians,OR,51.79,0.4,4,100.0
1232,eu_transportation,OR,51.79,0.4,3,100.0
1233,lazega,OR,51.79,0.4,2,100.0
1234,er2,OR,51.79,0.4,4,100.0
1235,er3,OR,51.79,0.4,3,100.0
1236,er5,OR,51.79,0.4,3,100.0
1237,sf2,OR,51.79,0.4,3,79.9
1238,sf3,OR,51.79,0.4,3,87.8
1239,sf5,OR,51.79,0.4,3,98.8
1240,aucs,OR,51.79,0.5,4,100.0
1241,ckm_physicians,OR,51.79,0.5,6,100.0
1242,eu_transportation,OR,51.79,0.5,7,100.0
1243,lazega,OR,51.79,0.5,2,100.0
1244,er2,OR,51.79,0.5,5,100.0
1245,er3,OR,51.79,0.5,4,100.0
1246,er5,OR,51.79,0.5,3,100.0
1247,sf2,OR,51.79,0.5,3,79.9
1248,sf3,OR,51.79,0.5,3,87.8
1249,sf5,OR,51.79,0.5,3,98.8
1250,aucs,OR,51.79,0.6,5,100.0
1251,ckm_physicians,OR,51.79,0.6,6,100.0
1252,eu_transportation,OR,51.79,0.6,7,100.0
1253,lazega,OR,51.79,0.6,3,100.0
1254,er2,OR,51.79,0.6,5,100.0
1255,er3,OR,51.79,0.6,4,100.0
1256,er5,OR,51.79,0.6,3,100.0
1257,sf2,OR,51.79,0.6,3,79.9
1258,sf3,OR,51.79,0.6,3,87.8
1259,sf5,OR,51.79,0.6,3,98.8
1260,aucs,OR,51.79,0.7000000000000001,3,91.80327868852459
1261,ckm_physicians,OR,51.79,0.7000000000000001,4,95.850622406639
1262,eu_transportation,OR,51.79,0.7000000000000001,4,98.32134292565947
1263,lazega,OR,51.79,0.7000000000000001,3,100.0
1264,er2,OR,51.79,0.7000000000000001,16,99.2
1265,er3,OR,51.79,0.7000000000000001,5,100.0
1266,er5,OR,51.79,0.7000000000000001,4,100.0
1267,sf2,OR,51.79,0.7000000000000001,4,79.9
1268,sf3,OR,51.79,0.7000000000000001,4,87.5
1269,sf5,OR,51.79,0.7000000000000001,4,98.8
1270,aucs,OR,51.79,0.8,4,91.80327868852459
1271,ckm_physicians,OR,51.79,0.8,5,94.1908713692946
1272,eu_transportation,OR,51.79,0.8,4,97.84172661870504
1273,lazega,OR,51.79,0.8,4,100.0
1274,er2,OR,51.79,0.8,10,72.89999999999999
1275,er3,OR,51.79,0.8,9,93.60000000000001
1276,er5,OR,51.79,0.8,6,100.0
1277,sf2,OR,51.79,0.8,3,78.7
1278,sf3,OR,51.79,0.8,4,84.89999999999999
1279,sf5,OR,51.79,0.8,5,98.3
1280,aucs,OR,51.79,0.9,3,86.88524590163934
1281,ckm_physicians,OR,51.79,0.9,5,94.1908713692946
1282,eu_transportation,OR,51.79,0.9,3,97.12230215827337
1283,lazega,OR,51.79,0.9,2,59.154929577464785
1284,er2,OR,51.79,0.9,4,68.5
1285,er3,OR,51.79,0.9,8,90.7
1286,er5,OR,51.79,0.9,11,98.2
1287,sf2,OR,51.79,0.9,3,78.7
1288,sf3,OR,51.79,0.9,4,84.89999999999999
1289,sf5,OR,51.79,0.9,5,98.1
1290,aucs,OR,51.79,1.0,1,52.459016393442624
1291,ckm_physicians,OR,51.79,1.0,1,51.867219917012456
1292,eu_transportation,OR,51.79,1.0,1,51.798561151079134
1293,lazega,OR,51.79,1.0,1,52.112676056338024
1294,er2,OR,51.79,1.0,1,51.800000000000004
1295,er3,OR,51.79,1.0,1,51.800000000000004
1296,er5,OR,51.79,1.0,2,51.9
1297,sf2,OR,51.79,1.0,1,51.800000000000004
1298,sf3,OR,51.79,1.0,1,51.800000000000004
1299,sf5,OR,51.79,1.0,1,51.800000000000004
1300,aucs,OR,71.97,0.1,2,100.0
1301,ckm_physicians,OR,71.97,0.1,3,100.0
1302,eu_transportation,OR,71.97,0.1,3,100.0
1303,lazega,OR,71.97,0.1,2,100.0
1304,er2,OR,71.97,0.1,3,100.0
1305,er3,OR,71.97,0.1,2,100.0
1306,er5,OR,71.97,0.1,2,100.0
1307,sf2,OR,71.97,0.1,2,79.9
1308,sf3,OR,71.97,0.1,2,87.8
1309,sf5,OR,71.97,0.1,2,98.8
1310,aucs,OR,71.97,0.2,2,100.0
1311,ckm_physicians,OR,71.97,0.2,3,100.0
1312,eu_transportation,OR,71.97,0.2,3,100.0
1313,lazega,OR,71.97,0.2,2,100.0
1314,er2,OR,71.97,0.2,3,100.0
1315,er3,OR,71.97,0.2,2,100.0
1316,er5,OR,71.97,0.2,2,100.0
1317,sf2,OR,71.97,0.2,2,79.9
1318,sf3,OR,71.97,0.2,2,87.8
1319,sf5,OR,71.97,0.2,2,98.8
1320,aucs,OR,71.97,0.30000000000000004,2,100.0
1321,ckm_physicians,OR,71.97,0.30000000000000004,3,100.0
1322,eu_transportation,OR,71.97,0.30000000000000004,3,100.0
1323,lazega,OR,71.97,0.30000000000000004,2,100.0
1324,er2,OR,71.97,0.30000000000000004,3,100.0
1325,er3,OR,71.97,0.30000000000000004,2,100.0
1326,er5,OR,71.97,0.30000000000000004,2,100.0
1327,sf2,OR,71.97,0.30000000000000004,2,79.9
1328,sf3,OR,71.97,0.30000000000000004,2,87.8
1329,sf5,OR,71.97,0.30000000000000004,2,98.8
1330,aucs,OR,71.97,0.4,2,100.0
1331,ckm_physicians,OR,71.97,0.4,3,100.0
1332,eu_transportation,OR,71.97,0.4,3,100.0
1333,lazega,OR,71.97,0.4,2,100.0
1334,er2,OR,71.97,0.4,3,100.0
1335,er3,OR,71.97,0.4,3,100.0
1336,er5,OR,71.97,0.4,2,100.0
1337,sf2,OR,71.97,0.4,2,79.9
1338,sf3,OR,71.97,0.4,2,87.8
1339,sf5,OR,71.97,0.4,3,98.8
1340,aucs,OR,71.97,0.5,3,100.0
